时间,计划名称,计划ID,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-05-31,减脂餐词汇搜索_复制,198319589,0.00,10,0.0%,0.0%,0,0.0,0.0,0.0,0.0,10,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,三文鱼搜索关键词_20260526_170915,198328826,0.36,10,30.0%,0.0%,3,0.0,0.12,36.0,0.36,10,3,30.0%,0.12,36.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,三文鱼搜索新计划,198891243,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试,198948610,0.17,5,20.0%,0.0%,1,0.0,0.17,34.0,0.17,5,1,20.0%,0.17,34.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁笔记推词测试,198949210,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制roi计划,198959467,14.42,388,12.37%,0.0%,48,69.0,0.3,37.16,14.42,388,48,12.37%,0.3,37.16,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,14.42,69.0,4.79,1,14.42,69.0,4.79,1,14.42,69.0,4.79,55,12,6.74,14.18%,25.0%,46.75%,2.08%,1,69.0,4.79
2026-05-31,三文鱼购买意图测试,198960741,0.00,20,0.0%,0.0%,0,0.0,0.0,0.0,0.0,20,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,三文鱼做法意图测试,198981408,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,16.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,山姆盒马三文鱼截流,198986280,0.00,12,0.0%,0.0%,0,0.0,0.0,0.0,0.0,12,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,16.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,三文鱼购买意图测试_复制,199033726,99.48,1977,10.47%,0.0%,207,438.0,0.48,50.32,99.19,1963,206,10.49%,0.48,50.53,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,99.48,438.0,4.4,1,99.48,438.0,4.4,1,99.48,438.0,4.4,500,68,29.8,25.29%,32.85%,29.96%,0.48%,1,438.0,4.42
2026-06-01,三文鱼搜索关键词,184817496,0.02,9,11.11%,0.0%,1,0.0,0.02,2.22,0.02,9,1,11.11%,0.02,2.22,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,虾仁搜索,185525682,0.36,8,12.5%,0.0%,1,0.0,0.36,45.0,0.36,8,1,12.5%,0.36,45.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,12.5%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,三文鱼搜索关键词_复制,186136724,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,三文鱼爆款购买潜在需求,186737237,2.35,74,16.22%,0.0%,12,118.0,0.2,31.76,2.35,71,12,16.9%,0.2,33.1,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,2.35,118.0,50.21,1,2.35,118.0,50.21,1,2.35,118.0,50.21,19,2,0.27,25.68%,16.67%,11.49%,8.33%,1,118.0,50.21
2026-06-01,三文鱼,194400456,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,7日虾仁笔记_复制,195192732,0.11,12,8.33%,0.0%,1,0.0,0.11,9.17,0.11,12,1,8.33%,0.11,9.17,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.11,8.33%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-01,521虾仁测试,196982127,0.11,2,50.0%,0.0%,1,0.0,0.11,55.0,0.11,2,1,50.0%,0.11,55.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.11,50.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-01,521虾仁测试_复制,196982135,0.16,1,100.0%,0.0%,1,0.0,0.16,160.0,0.16,1,1,100.0%,0.16,160.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,521三文鱼搜索,196988252,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,减脂餐词汇搜索_复制,198319589,0.58,6,16.67%,0.0%,1,0.0,0.58,96.67,0.58,6,1,16.67%,0.58,96.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,16.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,三文鱼搜索关键词_20260526_170915,198328826,0.08,6,16.67%,0.0%,1,0.0,0.08,13.33,0.08,6,1,16.67%,0.08,13.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,三文鱼搜索新计划,198891243,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,虾仁高购买意图测试,198948610,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,虾仁高购买意图测试_复制roi计划,198959467,11.42,547,11.88%,0.0%,65,69.0,0.18,20.88,11.42,546,65,11.9%,0.18,20.92,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,11.42,69.0,6.04,1,11.42,69.0,6.04,1,11.42,69.0,6.04,67,13,3.73,12.25%,20.0%,32.69%,1.54%,1,69.0,6.04
2026-06-01,三文鱼购买意图测试,198960741,1.83,18,38.89%,0.0%,7,0.0,0.26,101.67,1.83,18,7,38.89%,0.26,101.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,5,0.91,38.89%,71.43%,49.73%,0.0%,0,0.0,0.0
2026-06-01,三文鱼做法意图测试,198981408,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,7,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,山姆盒马三文鱼截流,198986280,0.28,11,18.18%,0.0%,2,0.0,0.14,25.45,0.28,11,2,18.18%,0.14,25.45,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,18.18%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,三文鱼购买意图测试_复制,199033726,72.08,2259,10.05%,0.0%,227,0.0,0.32,31.91,69.1,2242,224,9.99%,0.31,30.82,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,503,73,20.47,22.27%,32.16%,28.4%,0.0%,0,0.0,0.0
2026-06-02,三文鱼搜索关键词,184817496,0.20,5,20.0%,0.0%,1,0.0,0.2,40.0,0.2,5,1,20.0%,0.2,40.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,虾仁搜索,185525682,0.14,8,12.5%,0.0%,1,0.0,0.14,17.5,0.14,8,1,12.5%,0.14,17.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,12.5%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼搜索关键词_复制,186136724,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼爆款购买潜在需求,186737237,3.01,135,14.81%,0.0%,20,0.0,0.15,22.3,3.01,133,20,15.04%,0.15,22.63,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,7,0.5,26.67%,35.0%,16.45%,0.0%,0,0.0,0.0
2026-06-02,三文鱼,194400456,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,7日虾仁笔记_复制,195192732,0.00,10,0.0%,0.0%,0,0.0,0.0,0.0,0.0,10,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,30.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,521虾仁测试,196982127,0.01,7,14.29%,0.0%,1,0.0,0.01,1.43,0.01,7,1,14.29%,0.01,1.43,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,28.57%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,521虾仁测试_复制,196982135,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,100.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,521三文鱼搜索,196988252,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,减脂餐词汇搜索_复制,198319589,0.58,9,22.22%,0.0%,2,0.0,0.29,64.44,0.58,9,2,22.22%,0.29,64.44,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0.58,22.22%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼搜索关键词_20260526_170915,198328826,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,75.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼搜索新计划,198891243,0.34,3,66.67%,0.0%,2,0.0,0.17,113.33,0.34,3,2,66.67%,0.17,113.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.28,33.33%,50.0%,83.39%,0.0%,0,0.0,0.0
2026-06-02,虾仁高购买意图测试,198948610,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,虾仁笔记推词测试,198949210,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,虾仁高购买意图测试_复制roi计划,198959467,21.68,483,14.91%,0.0%,72,69.0,0.3,44.89,21.68,483,72,14.91%,0.3,44.89,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,21.68,69.0,3.18,1,21.68,69.0,3.18,1,21.68,69.0,3.18,68,21,8.39,14.08%,29.17%,38.69%,1.39%,1,69.0,3.18
2026-06-02,三文鱼购买意图测试,198960741,1.62,40,15.0%,0.0%,6,0.0,0.27,40.5,1.62,40,6,15.0%,0.27,40.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,6,1.62,27.5%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼做法意图测试,198981408,0.00,9,0.0%,0.0%,0,0.0,0.0,0.0,0.0,9,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,11.11%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,山姆盒马三文鱼截流,198986280,0.01,9,11.11%,0.0%,1,0.0,0.01,1.11,0.01,9,1,11.11%,0.01,1.11,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,三文鱼购买意图测试_复制,199033726,101.35,2826,9.41%,0.0%,266,506.0,0.38,35.86,101.14,2823,265,9.39%,0.38,35.83,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,2,50.68,506.0,4.99,2,50.68,506.0,4.99,2,50.68,506.0,4.99,641,90,29.77,22.68%,33.83%,29.37%,0.75%,2,506.0,5.0
2026-06-03,三文鱼搜索关键词,184817496,0.52,17,17.65%,0.0%,3,0.0,0.17,30.59,0.52,17,3,17.65%,0.17,30.59,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,1,0.05,23.53%,33.33%,9.62%,0.0%,0,0.0,0.0
2026-06-03,虾仁搜索,185525682,1.77,32,12.5%,0.0%,4,0.0,0.44,55.31,1.77,32,4,12.5%,0.44,55.31,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0.25,15.63%,25.0%,14.12%,0.0%,0,0.0,0.0
2026-06-03,三文鱼搜索关键词_复制,186136724,0.27,4,25.0%,0.0%,1,0.0,0.27,67.5,0.27,4,1,25.0%,0.27,67.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,三文鱼爆款购买潜在需求,186737237,11.97,283,15.19%,0.0%,43,0.0,0.28,42.3,11.97,282,43,15.25%,0.28,42.45,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,87,16,7.09,30.74%,37.21%,59.25%,0.0%,0,0.0,0.0
2026-06-03,三文鱼,194400456,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,7日虾仁笔记_复制,195192732,0.00,9,0.0%,0.0%,0,0.0,0.0,0.0,0.0,9,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,44.44%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,521虾仁测试,196982127,0.59,8,50.0%,0.0%,4,0.0,0.15,73.75,0.59,8,4,50.0%,0.15,73.75,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,521虾仁测试_复制,196982135,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,100.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,521三文鱼搜索,196988252,0.00,8,0.0%,0.0%,0,0.0,0.0,0.0,0.0,8,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-03,减脂餐词汇搜索_复制,198319589,0.30,8,25.0%,0.0%,2,0.0,0.15,37.5,0.3,8,2,25.0%,0.15,37.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
